,page_num,text
31,31,"34 Tenancy GuideArticle (17) The Landlord may not make to the Real Property or any of its amenities or annexes any changes that would preclude the Tenant from full use of the Real Property as intended. The Landlord will be responsible for such changes whether made by him or any other person authorised by the Landlord. Further, the Landlord will be responsible for any defect, damage, defciency, and wear and tear occurring to the Real Property for reasons not attributable to the fault of the Tenant. Article (18) The Landlord must provide the Tenant with the approvals required to be submitted to the competent offcial entities in the Emirate whenever the Tenant wishes to carry out decoration works or any other works that require such approvals, provided that such works do not affect the structure of the Real Property and that the Tenant has the offcial documents requesting such approvals. Tenantâs Obligations Article (19) The Tenant must pay the Rent on due dates and maintain the Real Property in such a manner as an ordinary person would maintain his own property. Without prejudice to the Tenantâs obligation to carry out the restorations that have been agreed upon or which are customary for Tenants to undertake, the Tenant may not make any changes or carry out any restoration or maintenance works to the Real Property unless so permitted by the Landlord and after obtaining required licences from the competent offcial entities. Article (20) When entering into a Lease Contract, the Landlord may obtain from the Tenant a security deposit to ensure maintenance of the Real Property upon the expiry of the Lease Contract, provided that the Landlord undertakes to refund such deposit or remainder thereof to the Tenant upon the expiry of the Lease Contract. "
32,32,"35 Tenancy Regulating Legislations  Article (21) Upon the expiry of the term of the Lease Contract, the Tenant must surrender possession of the Real Property to the Landlord in the same condition in which the Tenant received it at the time of entering into the Lease Contract except for ordinary wear and tear or for damage due to reasons beyond the Tenantâs control. In the event of dispute between the two parties, the matter must be referred to the Tribunal to issue an award in this regard. Article (22) Unless the Lease Contract states otherwise, the Tenant must pay all fees and taxes due to Government entities and departments for use of the Real Property as well as any fees or taxes prescribed for any sub lease. Article (23) Unless otherwise agreed by the parties, upon vacating and surrendering possession of the Real Property, the Tenant may not remove any leasehold improvements made by the Tenant. Article (24) Unless otherwise agreed by the parties to the Lease Contract, the Tenant may not assign the use of or sub lease the Real Property to third parties unless written consent of the Landlord is obtained. Eviction Cases Article (25) 1.The Landlord may seek eviction of the Tenant from the Real Property before the expiry of the Lease Contract term in any of the following cases: a. Where the Tenant fails to pay the Rent or any part thereof within thirty (30) days from the date of service of Notice to pay on the Tenant by the Landlord; b. Where the Tenant sub lets the Real Property or any part thereof without "
33,33,"36 Tenancy Guide     obtaining the Landlordâs written approval. In this case, the eviction will apply to the Sub tenant, who will have the right to claim compensation from the Tenant; c. Where the Tenant uses the Real Property or allows others to use it for any illegal purpose or for a purpose which breaches public order or morals; d. Where the Tenant makes a change to the Real Property that endangers its safety in a manner that makes it impossible to restore the Real Property to its original state, or damages the Real Property wilfully, or through gross negligence, by failing to exercise due diligence, or by allowing others to cause such damage; e. Where the Tenant uses the Real Property for a purpose other than that for which the Real Property was let, or otherwise uses such Real Property in a manner that violates planning, construction, and use of land regulations in force in the Emirate; f. Where the Real Property is condemned, provided that the Landlord proves this by a technical report attested to by Dubai Municipality, or g. Where the Tenant fails to observe any obligation imposed on him by this Law or any of the Lease Contract terms within thirty (30) days from the date a Notice to perform such obligation or term is served upon him by the Landlord. 2.Upon expiry of the Lease Contract, the Landlord may seek eviction of the Tenant from the Real Property if: a. a competent Government entity requires demolition and reconstruction of the Real Property as per urban development requirements in the Emirate; b. the Real Property is in a condition that requires full renovation or comprehensive maintenance that cannot be carried out in the presence of the Tenant in the Real Property, provided that the condition of the Real Property is verifed by virtue of a technical report attested to by Dubai Municipality; c. the Landlord wishes to demolish the Real Property to reconstruct it or add any new constructions that will prevent the Tenant from using the Real Property, provided that the Landlord obtains the required permits from the "
34,34,"37 Tenancy Regulating Legislations competent entities; or d. the Landlord wishes to repossess the Real Property for use by him personally or by any of his frst degree relatives. However, for each of the above mentioned four cases, the Landlord must notify the Tenant of the eviction reasons at least ninety (90) days prior to the expiry of the Lease Contract. Article (26) If, upon expiry of the Lease Contract, the Landlord requests possession of the Real Property for his personal use or for use by any of his frst degree relatives, and the Tribunal awards him such possession, the Landlord may not rent the Real Property to a third party before the lapse of at least one (1) calendar year from the date of repossessing the Real Property. Otherwise, the Tenant may request that the Tribunal award him an appropriate compensation. General Provisions Article (27) The Lease Contract does not expire upon the death of the Landlord or the Tenant. The contractual relationship continues with the heirs, unless the heirs of the Tenant wish to terminate such relationship, provided that termination comes into effect no less than thirty (30) days from the date of notifying the Landlord of such intent or the expiry date of the Lease Contract, whichever comes frst. Article (28) Transferring the ownership of Real Property to a new owner does not affect the Tenantâs right to continue to occupy the Real Property by virtue of the Lease Contract entered into with the previous owner, provided that such Lease Contract has a fxed term. Article (29) 1.The Tenant has the right of frst refusal to return to the Real Property after it has been demolished, reconstructed, renovated, or refurbished, provided "
35,35,"38 Tenancy Guide that the Rent is determined in accordance with the provisions of Article (13) of this Law. 2.The Tenant must exercise the right of frst refusal referred to in the preceding paragraph within a period not exceeding thirty (30) days from the date the Tenant is notifed by the Landlord. Article (30) If the Tribunal issues an award terminating the Lease Contract and the Real Property is occupied by a Sub tenant under a contract entered into with the Tenant and approved by the Landlord, the Sub tenant may continue to occupy the Real Property under the terms of the sub lease contract. Article (31) Filing a claim to evict the Tenant does not exempt the Tenant from paying the Rent for the whole period during which the claim is considered, and until an award is rendered and executed. Article (32) If the Landlord and Tenant agree in the Lease Contract or in any other subsequent agreement to refer any dispute arising between them out of the Lease Contract performance to arbitration, neither party may take any action that would affect the Real Property or the partiesâ rights and obligations as set out in the Lease Contract. The Tribunal may, upon the request of the Landlord or the Tenant, issue any interim awards it deems appropriate to preserve such rights and legal position until the arbitration award is rendered. Final Provisions Article (33) Where a dispute arises and the Landlord and Tenant have not agreed on the arbitrators or if one or more of the agreed on arbitrators refrains from doing the work, resigns, is removed, or disqualifed, or if an issue arises preventing "
36,36,"39 Tenancy Regulating Legislations the arbitrator from doing his work, and there was no agreement between the parties in this regard, the Tribunal, upon the request of either party, will appoint the arbitrator(s). The number of arbitrators appointed by the Tribunal must be equal to or complete the number of arbitrators agreed on. Article (34) The Landlord may not disconnect services from the Real Property or disturb the Tenant in his use of the Real Property in any manner. If this happens, the Tenant may have recourse to the police station under whose jurisdiction the Real Property falls to seek a remedy for the violation or to fle a police report regarding the violation. He also may have recourse to the Tribunal by fling a claim for damages for any loss he may have suffered, supported by offcial reports that support the existence of such violation. Article (35) The awards relating to vacating the Real Property will be executed through the Tribunal and pursuant to the rules and procedures issued in this respect. Apart from such awards, other awards issued by the Tribunal will be executed by the Execution Section of Dubai Courts. Article (36) RERA will issue the bylaws and resolutions required for the implementation of the provisions of this Law and will submit the same to the Chairman of the Executive Council for approval. Article (37) This Law will be published in the Offcial Gazette and will come into force after sixty (60) days from the date of publication. Mohammed bin Rashid Al Maktoum Ruler of Dubai Issued in Dubai on 26 November 2007 Corresponding to 16 Thu  al Qidah 1428 A.H. "
37,37,
38,38,Chapter IV Rent Indexes 
39,39,"42 Tenancy GuideRent Indexes About Property Rent Index The Property Rent Index in the Emirate of Dubai was created pursuant to Law No. (1) of 2009. RERA creates, revises and updates this Index periodically. This Index is used as guidance to determine the rent values of properties of various uses in all regions of the Emirate of Dubai. This Index serves as a reference in the event of a dispute between landlords and tenants in determining the rates of increase in rental values. There is coordination between RERA and the Judicial Commission for Settlement of Disputes between Landlords and Tenants to implement the provisions of the Law in this regard. Contents of the Index For the purpose of creating the Index, all types of properties and rental units in the various regions of the Emirate of Dubai were listed. An electronic data record was created for each area. The record includes types of units and their uses, the minimum and maximum rent values, and the average rent payment. The Index is divided into three main areas by region, namely: Deira, Dubai, and freehold areas. Property uses are determent as follows: residential, commercial and industrial. Rent calculators have been also created for commercial complexes and malls, according to their respective classifcations. Indexes for certain projects in freehold areas have been created. Rent Increase Calculator This calculator serves as a guide for calculating rates of increase in rents and identifying the rent values in the various areas. The benefciary logs into the offcial website of Dubai Real Estate Community, and selects the rent calculator link. The required data are then entered to easily inquire about the increase rate and the average rent for the area and the unit. "
40,40,43 Rent IndexesRent Increase Calculator Service Login Form: Visiting the website: www.dubailand.gov.ae E services Rent Increase Calculator Note: The rent increase calculator is updated on regular basis. 
41,41,"44 Tenancy Guide Demonstration of Calculating the Increase in Property Rent Pursuant to Decree No. 43 of 2013 Determining the Increase in Property Rent in Dubai Relation Between Average Rent And The Prescribed Rent Increase Rate Prescribed Rent Increase Rate Current rent stated in the applicantâs contract compared to the average comparable rent 00 % 00 %   10 % No increase in the rent of the real estate unit, if the rent is less than or equivalent to 10% of the average comparable rent. 05 % 11 %   20 % 5% of the rent of the real estate unit, if the rent is less by 11% up to 20% of the average comparable rent. 10 % 21 %   30 % 10% of the rent of the real estate unit, if the rent is less by 21% up to 30% of the average comparable rent. 15 % 31 %   40 % 15% of the rent of the real estate unit, if the rent is less by 31% up to 40% of the average comparable rent. 20 % 41 % and more 20% of the rent of the real estate unit, if the rent is less by more than 40% of the average comparable rent. Example of calculating the increase in property rent rate in the Emirate of Dubai according to the fees: Average rent in the offcial index = AED 80,000 Current rate stated in the lease contract = AED 60,000 Calculating the decrease in rent below the average rent in the offcial index 80,000   60,000 x 100 80,000 Decrease in rent below the average rent in the offcial index â 25% Upon referral to the cases stated in the Decree, the rate in this case will be from 21 30%, which allows an increase of 10% Increase in rent= 60,000 x 10% = AED 6,000 Rent after increase: 60,000 + 6000 = AED 66,000 "
