,page_num,text
31,31,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 322.EBVS 103.20.2 In addition to the standards set out above, and to ensure compliance with the Emirates Book Valuation Standards, the report should include the following: 1. The name of the party requesting the valuation. 2. Purpose of the valuation. 3. The description of the valued property is supported by a map of the land on which this property is located. 4. Basis of valuation, namely the market value of the calculated property according to the standards stipulated in the Emirates Book Valuation Standards. 5. The valuation date. 6. The relationship between the valuer and the requesting party. 7. The assumptions (if there is any) that the valuer relied on to complete his work in accordance with the standards stipulated in the Emirates Book Valuation Standards. 8. Confirmation that the report was prepared in accordance with the Emirates Book Valuation Standards. 9. The value of the property, in number and in writing. 10. Name and signature of the real estate Valuer and his registration number. This is presented on the official publications of the company, where signed reports are not accepted if you do not carry the valuer’s registration number and his full name according to the Emirates Book Valuation Standards. 11. Maps and documents on which the valuation report was prepared, such as a site map issued by the relevant government agencies in Dubai, pictures of the property, certificate of completion and lease contracts (from Ejari system). 12. Any other information specified by the Real Estate Regulatory Agency/Dubai Land Department, and the valuer is notified thereof. We urge all valuers to use the smart/online system in place, as it is considered one of the smart platforms provided by RERA to link valuers to their clients. In fact, owners or their representatives can have access to valuers that are accredited by RERA, choose the appropriate entity for their services, and request valuation for their real estates. Real estate valuation companies can add requests on behalf of their clients, and then valuers can accept/reject such requests or even coordinate with the applicants. At the end of valuation processes, valuers have the choice to submit the valua tion summary and obtain a valuation request letter. Land Department’s clients, real estate valuers, and valuation companies can download the app via Apple Store or Play Store."
32,32,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 332. EBVS 103 30 VALuATION REVIEW REPORTS 2. EBVS 103.30.1 With regard to the requirements of the aforementioned IVS valuation review reports, it must be noted that some of the aforementioned requirements might be included explicitly in the report or enlisted by reference to other documents (engagement letters, scope of work documents, internal policies and procedures, and others). 2.EBVS 103.30.2 Furthermore, apart from the requirements mentioned in the International Valuation Standard IVS 103: Reporting, valuers shall issue a letter entitled Real Estate Valuation Letter that includes the following data: 1. Letter date of issuance. 2. Valuation Purpose. 3. Type of real estate to be valuated. 4. An opinion regarding the value (for example: 2,000,000 AED). 5. The name of the company that conducted the valuation. 6. Valuer’s signature and ID number. The letter requirements shall be determined by the Valuation Licensing Department at RERA’s Licensing Department, and these requirements may be subject to changes occasionally. 2. EBVS 103.30.3 On the bases of the Executive Board’s decision no. 37 for 2015, it is a requirement to prepare a work report for each conducted property valuation assignment and submit a summary of the report to RERA. 2. EBVS 103.30.4 It is unlawful for valuers, under The Emirates Book Valuation Standards, to partially or wholly release the valuation report, any references or valued figures except for the client or their accredited representatives. "
33,33,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 34Paragraphs Contents 10 Overview 20 Bases of value as defined by EBVS – Market Value 30 Bases of value as defined by EBVS – Rental Market Value 40 Bases of value as defined by IVS – Fair Value 50 Bases of value as defined by IVS – Investment Value /Price 60 Bases of value as defined by IVS – Liquidation Value 70 Other Bases of value – Fair Value (International Financial Reporting Standards) 80 Premise of Value/Assumed UsageStandard	EBVS	104					 BASES OF VALUE DETERMINATION 2. EBVS 104 10 OVERVIEW 2. EBVS 104.10.1 EBVS adopts IVS 104 for valuation standards: Bases of Value, and compliance to this mandatory standard requires valuers to choose the appropriate basis (bases) to determine the value and follow all applicable requirements that are related to the relevant basis of value, whether these requirements are included as a part of this standard (in terms of determining the value identified by IVS) or not (in terms of determining the value that is not identified by IVS). 2. EBVS 104.10.2 According to IVS 104, “valuers shall choose a basis (or bases) to determine relevant value as per the requirements and purpose of the valuation assignment. When valuers choose the basis (or bases) for value, they shall take into consideration the instructions and input received from the client or their representative. However, regardless of the instructions and input provided to valuers, they shall never use a basis (or bases) for value that does not match the purpose of the valuation process.” 2. EBVS 104.10.3 Moreover, according to EBVS 101 standard: Scope of Work: the basis for value shall match the purpose, and the source chosen as a basis of value shall be stated or explained. "
34,34,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 352. EBVS 104 20 BASES OF VALUE AS IDENTIFIED BY EBVS – MARKET VALUE 2. EBVS 104 30 BASES OF VALUE AS DEFINED BY EBVS – RENTAL MARKET VALUE 2. EBVS 104.30.1 “Market Rent” is the estimated amount for which a share in real property should be leased on the valuation date between a willing lessor and a willing lessee according to appropriate lease stipulations in an arm’s length transaction, after proper marketing and where the parties had each acted knowledgeably, prudently and without compulsion. 2. EBVS 104.30.2 Market rent can be used as a basis for value when valuing a lease or a share arising from a leasing contract. In such cases, it is necessary to consider the rent value stipulated in the contract; if it was different, then the market rent. 2. EBVS 104.30.3 EBVS requires the use of Ejari system when searching for any leasing data. Any other non Ejari leasing accounts that are not included in EBVS shall not be considered unless otherwise approved and mentioned in the report.2. EBVS 104.20.1 “Market value is the estimated value for which an asset or liability should exchange on the valuation date between a willing buyer and a willing seller in an arm’s length transaction, after proper marketing and where the parties had each acted knowledgeably, prudently and without compulsion”. 2. EBVS 104.20.2 “EBVS recommends that valuation standards should use the market value definition mentioned in EBVS for all valuations conducted in Dubai unless there is a valid reason to use another basis for value. In such a case, this shall be in agreement with the client in advance and documented in the report”. 2. EBVS 104.20.3 “When considering any valuation report in Dubai, the market value shall be the assumed basis of value unless otherwise stated in the report”."
35,35,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 362. EBVS 104 40 BASES OF VALUE AS DEFINED BY INTERNATIONAL VALUATION STANDARDS – FAIR VALUE 2. EBVS 104 50 BASES OF VALUE AS DEFINED BY EBVS – INVESTMENT EFFICIENCY/VALUE 2. EBVS 104 60 BASES OF VALUE AS DEFINED BY INTERNATIONAL VALUATION STANDARDS – LIQUIDATION VALuE2. EBVS 104.40.1 Fair Value is the estimated price for the transfer of an asset or liability between identified knowledgeable and willing parties that reflects the respective interests of those parties. 2. EBVS 104.50.1 Investment Value refers to the asset value for an identified or potential owner in terms of individual investment or operational goals. 2. EBVS 104.60.2 A valuer must disclose which premise of value is assumed.2. EBVS 104.40.2 Fair Value requires valuing a fair price between identified parties taking into consideration gains and losses of each party in the transaction. On the other hand, “market value” requires ignoring any gains or losses that are unavailable for market participants to be incurred in general. 2. EBVS 104.50.2 Investment Value is the basis value allocated to an entity. Although the asset value for the owner might be the same amount of money that can be achieved by selling to another party, such a basis value reflects the gains the entity will make from keeping the asset. Consequently, this does not include the suggested exchange. Investment value reflects the entity’s financial conditions and purposes for which a valuation is conducted, and it is often used to measure the investment performance. 2. EBVS 104.60.1 Liquidation Value is the amount that would be realized when an asset or group of assets are sold on a piecemeal basis. Liquidation Value should take into account the costs of getting the assets into saleable condition as well as those of the disposal activity. Liquidation Value can be determined under two different premises of value: A An orderly transaction with a typical marketing period. B A forced transaction with a shortened marketing period."
36,36,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 372. EBVS 104.70 OTHER BASIS OF VALUE – FAIR VALUE (INTERNATIONAL FINANCIAL REPORTING STANDARDS) 2.EBVS 104.80 PREMISE OF VALUE/ASSUMED USE2. EBVS 104.70.1 IFRS 13 defines Fair Value as the price that would be received to sell an asset or paid to transfer a liability in an orderly transaction between market participants at the measurement date. 2. EBVS 104.80.1 EBVS also adopts the following Premise of Value or Assumed Use as set forth in the International Valuation Standards. A Premise of Value or Assumed Use describes the circumstances of how an assetor liability is used. Different bases of value may require a particular Premise of Value or allow the consideration of multiple Premises of Value. Some common Premises of Value are: A Highest and best use. B current use/existing use, C orderly liquidation, and D forced sale.2. EBVS 104.70.2 For financial reporting purposes, over 130 countries require or permit the use of International Accounting Standards published by the International Accounting Standards Board https:/ /www ifrs org"
37,37,Emirates Book Valuation Standards (EBVS) INTRODuCTION 38 
38,38,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 39Sections Contents 10 Overview 20 Comparable Transactions Method 30 Discounted Cash Flow Method 40 Cost Approach 50 Profit Method 60 Residual Value MethodEBVS 105 VALUATION METHODS AND APPROACHES 2. EBVS 105 10 OVERVIEW 2. EBVS 105.10.1 EBVS adopts the “Valuation Approaches and Methods outlined in IVS 105”, and according to the International Valuations Standards values, valuers shall comply with “the appropriate and adequate valuation approaches”. The three approaches mentioned below are the main methods used in valuation, all of which depend on the economic principles of balancing prices, gains expectation, or exchange. The main valuation approaches are the following: A Market Approach. B Income Approach. C Cost Approach. 2. EBVS 105.10.2 In addition to the valuation requirements mentioned in IVS, valuers shall comply with the following valuation approaches: A Comparable Transactions Method. B Discounted Cash Flow Method. C Cost Approach. D Profit Method. E Residual Value Method."
39,39,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 402. EBVS 105 20 COMPARABLE TRANSACTIONS METHOD 2. EBVS 105.20.1 A valuer shall comply with the requirements value set out in “Valuation Approaches and Methods in IVS 105”, para 20 on Market Approach, and para 30 on Market Approach Method. 2. EBVS 105.20.2 The key steps in the Comparable Transactions Method, as outlined in IVS 105, para 30 6, are as follows: A identify the units of comparison that are used by participants in the relevant market. B identify the relevant comparable transactions and calculate the key valuation metrics for those transactions. C perform a consistent comparative analysis of qualitative and quantitative similarities and differences between the comparable assets and the subject asset. D make necessary adjustments, if any, to the valuation metrics to reflect differences between the subject asset and the comparable assets (see para 30.12(d)). E apply the adjusted valuation metrics to the subject asset. F if multiple valuation metrics were used, reconcile the indications of value. 2. EBVS 105.20.3 A valuer should analyze and make adjustments for any material differences between the comparable transactions and the subject asset. Examples of common differences that could warrant adjustments may include, but are not limited to: A material physical characteristics (age, size, specifications, etc.). B relevant restrictions on either the subject asset or the comparable assets. C geographical location (location of the asset and/or location of where the asset is likely to be transacted/used) and the related economic and regulatory environments. D profitability or profit making capability of the assets. E historical and expected growth. F rates of return. G types of security. H unusual terms in the comparable transactions. I differences related to marketability and control characteristics of the comparable and the subject asset. J characteristics of the ownership (for example: legal form of ownership and the retained percentage of ownership)."
40,40,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 412. EBVS 105.20.4 In order to implement the Comparable Transactions Method in Dubai, a valuer should carry out the following additional procedures: 1. Collect relevant information to compare similar assets that have recently been sold or offered in an open market. In addition, the party concerned shall provide information about the leasing contract, terms of contract, and assets specifications. 2. Ensure that the information is being validated and acquired from transactions that reflect the market condition in order for the prices to represent an unusual incentive for the seller and the buyer gets excluded, such as deals in which a buyer pays a certain increase in order to acquire a specific asset, or deals that are made through sales between parties in unusual circumstances (ex. kinship, mandatory nature due to mortgage/ dispossession, or others). 3. Perform comparative analysis of asset sales using certain comparable metrics such as property type, selling date, land area, building area, market condition, location, price per square meter, and construction cost per square meter; and then adjust the comparison metrics to reflect the difference between the subject asset and the comparable asset. 4. Perform a comparison of comparable assets in terms of subject asset marketability using comparison metrics and adjusting the price of each metric to be sold according to valuation subject asset. 5. Adjust various indicators value that are obtained through the comparative analysis that reflects the asset value and evaluate it by the comparison method. 2. EBVS 105 30 DISCOuNTED CASH FLOW METHOD 2. EBVS 105.30.1 A valuer shall comply with the requirements outlined in “Valuation Approaches and Methods in IVS 105 and para 50 on Income Approach Method and Discounted Cash Flow Method. 2. EBVS 105.30.2 As outlined in IVS, “Although there are many ways to implement the income approach, all methods under the income approach are effectively based on discounting future amounts of cash flow to present value. They are all variations of the Discounted Cash Flow (DCF) method and the concepts below apply in part or in full to all income approach methods”."
41,41,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 422. EBVS 105.30.3 As outlined in IVS 105, para 50.4, the key steps in the DCF method are: A choose the most appropriate type of cash flow for the nature of the subject asset and the assignment (i.e. gross or net, pre tax or post tax, total cash flows or cash flows to equity, real or nominal, etc.). B determine the most appropriate explicit period, if any, over which the cash flow will be forecast. C prepare cash flow forecasts for that period. D determine whether a terminal value is appropriate for the subject asset at the end of the explicit forecast period, if any, and then determine the appropriate terminal value for the nature of the asset. E determine the appropriate discount rate. F apply the discount rate to the forecasted future cash flow, including the terminal value, if any. 2. EBVS 105.30.4 In order to implement the Discounted Cash Flow Method in Dubai, a valuer shall carry out the additional following procedures: 1. Collect relevant data to manage accounts such as annual income, asset utilization rate, leasing percentage, operation cost, and share percentage for a given number of years. 2. Calculate actual income by subtracting vacancy percentage (vacancy percentage equals 100%   leasing percentage) of the asset annual gross income. Such a calculation shall be repeated based on the number of years. 3. Calculate net operating income by subtracting operating cost of actual income. 4. Calculate net current value, which is end outcome of discounted cash flow through the following steps: 2. EBVS 105 40 COST APPROACH 2. EBVS 105.40.1 A valuer shall comply with the requirements value outlined in “Valuation Approaches and Methods in IVS 105”, para 20 on Cost Approach. 2. EBVS 105.40.2 As outlined in IVS, “The Cost Approach provides an indication of value using the economic principle that a buyer will pay no more for an asset than the cost to obtain an asset of equal utility, whether by purchase or by construction, unless undue time, inconvenience, risk or other factors are involved. The approach provides an indication of value by calculating the current replacement or reproduction cost of an asset and making deductions for physical deterioration and all other relevant forms of obsolescence”."
42,42,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 432.EBVS 105.40.3 The key steps in the Cost Approach, as outlined in IVS 105, paras 70 2 to 70 7, are as follows: A calculate all of the costs that would be incurred by a typical market participant seeking to create or obtain an asset providing equivalent utility or be an exact replica of the subject asset. B determine whether there is any deprecation related to physical, functional and external obsolescence associated with the subject asset, and C deduct total deprecation from the total costs to arrive at a value for the subject asset”. 2.EBVS 105.40.4 In order to implement the Cost Approach in Dubai, a valuer should carry out the following procedures: 1. Calculate the construction cost per square meter of similar buildings (cost includes, for example, land value, infrastructure cost, design fees, financing cost, etc.). 2. Calculate the building’s total area using the International Property Measurement Standards. Determine the life expectancy of the buildings (recommended: 35 years) in conjunction with determining the depreciation percentage (approx. 3% per year). 3. Determine the construction year of the building in order to identify the gross depreciation (approx. 3% per year). 4. Determine the land price per square meter in order to know the land value through multiplying the total land area by the price per square meter. 5. Conclude the building construction value through multiplying the total land area by the construction cost per square meter. 6. Conclude the building value after depreciation, and then it is multiplied by the construction cost per square meter. 7. Conclude the building value after depreciation. 8. In order to find the asset value though the Cost Approach, the land value is added to the building value."
43,43,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 442. EBVS 105 50 PROFIT METHOD EBVS 105.50.1 As ouAs outlined in the “IVS 105 Valuation Approaches and Methods”, para 50.6: “For some real property shares, the income generating ability of the property is closely tied to a particular use or business/trading activity (for example, hotels, golf courses, etc.). Where a building is suitable for only a particular type of trading activity, the income is often related to the actual or potential cash flows that would accrue to the owner of that building from the trading activity. The use of a property’s trading potential to indicate its value is often referred to as the “profits method”. 2. EBVS 105.50.2 It should be mentioned that, “When the income used in the income approach represents cash flow from a business/trading activity (rather than cash flow related to rent, maintenance and other real property specific costs), the valuer should also comply as appropriate with the requirements of IVS 200 Business and Business Interests and, where applicable, IVS 210 Intangible Assets. A valuer should comply with the requirements of “Valuation Approaches and Methods of IVS 105” and para 50 on Income Approach Methods. “(IVS 105, Valuation Approaches and Methods, 50.7). 2. EBVS 105.50.3 In order to implement the Profit Method in Dubai, a valuer should carry out the following additional procedures: 1. Consider the expected profit rather than the actual profit. 2. Seek guidance from the relevant body in terms of asset income and expense registered in the accounting records. Usually, the last three years of the relevant accounting standards are taken into consideration, such as the International Financial Reporting Standards in order to determine the income trend. Therefore, actual calculations should be considered as a directional guide in terms of expense and return that can be attained. 3. Subtract vacancy and return collection risks as a percentage of total revenue in order to calculate gross income. 4. Subtract operating expenses, which include the following for example: A Fixed expenses, real property fees (direct or indirect). B Variable expenses, maintenance and administrative cost etc. C Savings or replacement cost (for example add another story for the car park), which can be estimated as percentage of the total revenue in order to calculate gross income. 5. Divide the gross income by the percentage of total share (on land or building)."
44,44,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 452. EBVS 105 60 RESIDuAL VALuE METHOD 2. EBVS 105.60.2 As outlined in IVS 410, para 90.1, “The residual method is so called because the current value of the development property is indicated by the residual amount after deducting all known or anticipated costs required to complete the development from the anticipated value following completion after taking relevant risks into consideration. The residual value, which is calculated through the residual value method, may equal the development property market value in its current state or not.2. EBVS 105.60.1 A value shall comply with the requirements outlined in “IVS 105 Valuation Approaches and Methods”, IVS 400 Real Property Shares, and IVS 410 Development Property (para 90) when using the Residual Value Method. 2.EBVS 105.60.3 The following key metrics shall be considered when implementing the Residual Value Method to estimate the market value of a development property. In case of any other bases are required, they might be other necessary alternative inputs. A Expenses for completing project. B Building cost. C Consultants fees. D Marketing cost. E Timeline. F Financing cost. G Development profits. H Discount rate."
45,45,Emirates Book Valuation Standards (EBVS) INTRODuCTION 468004488PART THREE OTHER STANDARDS INCLUDED IN EMIRATES BOOK VALUATION STANDARDS	(EBVS)
46,46,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 478004488EBVS	400 REAL PROPERTY SHARES Paragraphs Contents 10 Overview 20 Real Property Shares 30 Ejari 40 Registration 50 Value Basis 60 Rental Value 3. EBVS 400 10 OVERVIEW 3. EBVS 400 20 REAL PROPERTY RIGHTS3. EBVS 400.10.1 The principles outlined in IVS and EBVS general standards are applicable to real property shares’ valuation. This standard includes additional requirements for real property shares’ valuation. 3. EBVS 400.20.1 Real Property rights were exclusively mentioned in the law, individuals may not establish rights in rem other than those provided for by law. These rights are divided into two sections: Original real rights and accessory real rights."
47,47,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 481. OWNERSHIP Ownership is one of the most important original real rights. It is also the most expansive right in rem, as it authorizes the holder to absolute power over the asset in terms of possession, control, and use. Furthermore, the owner is solely entitled to withhold his/her own asset. 1. MORTGAGE Mortgage is a contract by which a creditor acquires, over an immovable property allocated for the payment of his debt, a real right by which he obtains preference over ordinary creditors and creditors following him in rank, for the repayment of his claim out of the price of such property, no matter into whose hands it has passed.3. THE RIGHT OF uSE AND DWELLING According to Article 1349 of the Civil Transactions Law, the right of use and the right of dwelling (usufruct may apply to the right of use or to the right of dwelling or to both together). 5. THE RIGHT TO USE THE LAND OF OTHERS (AL MUSSATAHA) Article 1353 of the Federal Civil Transactions Law defined flatness as: (The mussataha is a right in rem giving its owner the right to erect a construction or to plant on a land owned by another). 6. THE RIGHT OF ENDOWMENT The Endowment is the imprisonment of the property owned, and the allocation of its benefits to righteousness, even if it is money, and what is so according to the law Long term rent for (99 years).2. uSuFR uCT Article 1333 of the Civil Code defines Usufruct right as “a property right in favor of the usufructuary to use property of another and to exploit it provided that it remains in its original condition”. 4. THE RIGHT OF SERVITuDE Article 1362 of the Federal Civil Transactions Law defined servitude as: (Servitude is a right which limits the enjoyment of a property for the benefit of another property belonging to another owner). Examples of servitude rights (the rights of way, water easement, irrigation easement, the acquire Ductus Easement).A ORIGINAL REAL RIGHTS They are stand alone rights that are not associated to personal rights. According to para (1), article (110) of the Federal Civil Transaction Act (5) and its amendment for 1985, original real rights are: B ACCESSORY REAL RIGHTS They are the rights that are decided by law to guarantee personal rights, and therefore the law considered them accessory and not original. According to Paragraph (2) of the same Article, the accessory real rights are: Mortgage, pledge, privileged rights."
48,48,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 49The law guarantees the right to own real estate and real estate rights that are returned to it in Dubai to persons (natural and legal) who are citizens of the United Arab Emirates and citizens of the Gulf Cooperation Council Arab States. As an exception to this general principle, the law permits persons who are not citizens to own some real estate rights in areas specified by His Highness the Ruler of the Emirate. Article (4) of the law states that: “The right to own real estate in the Emirate is limited to citizens of the state, citizens of the Gulf Cooperation Council states, companies that are owned wholly by them, as well as public shareholding companies. that are wholly owned by them, as well as the public shareholding companies, may, with the approval of the ruler, in areas specified in the emirate, grant non citizens persons the following rights: With the consent of the ruler, in areas specified in the emirate, non citizens may be granted the following rights:2. PLEDGE Pledge is a contract constituting a right to retain a property in the hands of the creditor, or a third party holder, as security of a right that can be recovered from it, in full or in part, in preference to all other creditors. 3. THE RIGHT TO CONCESSION A privilege is a real accessory right of preference granted by law to the creditor enabling him to collect his right by reason of its description. (see Articles 1526   1527 1528 of the Federal Civil Transactions Law, Real Estate Seller, Contractors and Engineers, common real estate partners). 3. EBVS 400.20.2 The Emirates Book Valuation Standards adopts the “International Valuation Standard No. 400, real estate shares,” and according to the definition of international valuation standards, “the real estate share is a right to own, control, use, or occupy land and buildings.3. EBVS 400.20.1 REAL ESTATE PROPERTY IN DuBAI A The right to own the property with absolute ownership, without time limit, or B The right to use the property or the right to rent it for a period not exceeding 99 years. As for the types of real estate rights that the two groups may possess or benefit from, they are generally the original real rights and the accessory real rights. The right to property (free property) is considered one of the most important real rights, as it is one of the broadest in scope, because it gives its owner full authority over the property, as he can dispose of the property in kind, benefit, and exploitation. The legislator added to these rights, another right, which is the right of long term rent for a period not exceeding (99) years, and long term rent known in English law, and this right enables the tenant to use the property for a period not exceeding (99) years but does not give him the right to own the property Or the land on it."
49,49,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 50According to the law, property must be registered with the Dubai Land Department, and any property or transaction not registered with the Dubai Land Department is deemed null and void. Land titles to land and property are usually issued. As for lease contracts, they must be registered in the Ejari system for them to be valid. This is similar to the notary’s circle of public justice in other countries. Ejari system is operated by the Dubai Land Department. 3. EBVS 400.30 EJARI"
50,50,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 513. EBVS 400 50 FOuNDATIONS OF VAL uE 3. EBVS 400 60 RENTAL VALUE (RENT)3. EBVS 400 40 REGISTRATION 3. EBVS 400.50.1 According to the value bases stipulated in EBVS104, the valuer must determine the appropriate value basis (s) when valuing real estate ownership shares. According to most value foundations, the valuer must consider the highest and best use of the property, which may differ from its current use (see EBVS104 Value Foundations, Paragraph 30 30). This valuation is particularly important for real estate ownership shares that can be changed from one use to another or have potential for development. 3. EBVS 400.60.2 As for the valuation of the higher share that is subject to the lease contract or the shares resulting from the lease, and in cases where the rent is different, the valuer must consider the rental value (rent) for the contract and the market rental value (rent).3. EBVS 400.60.1 The market rental value (rent) is considered as a basis for value in International Valuation Standards and EBVS104 Value Foundations.3. EBVS 400.40.1 The valuer must take the necessary care to ensure that the lands or leases that are subject to valuation have been registered with the Dubai Land Department. 3. EBVS 400.40.2 In the case of short term lease contracts, the valuer must take the necessary care to ensure that the land or lease contracts, which are subject to valuation, are registered with the Real Estate Regulatory Agency. 3. EBVS 400.60.3 as stipulated in International Standard Assessment No. 499 Real Estate Shares “The rental value (fare) of the contract is the fare due according to the terms of the actual lease contract. It may be fixed throughout the term of the lease or variable. The number of times and the basis for calculating the rent adjustments will be determined in the lease contract and it must be defined and known in order to determine the total shares that will be assigned to the lessor and the responsibility of the tenant “."
51,51,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 52EBVS	410 PROPERTY DEVELOPMENT Sections Contents 10 Overview 20 Shares in property 30 Registration 40 Value foundations 50 Valuation methods and approaches 60 Rental value (fee) 3.EBVS410.10 OVERVIEW 3.EBVS410.20 REAL ESTATE DEVELOPMENT3. EBVS 410.10.1 The principles laid down in the general standards set out in International Valuation Standards and the Emirates Book Valuation Standards EBVS 101 to 105 apply to the valuation of property development. This standard includes only modifications, additional requirements, or specific examples of how the general standards apply to valuations to which this standard applies. Real estate development valuations must also adhere to International Valuation Standards and Emirates Book Valuation Standards EBVS 400 real estate ownership shares. 3.EBVS410.20.1 In the context of this Emirates Book Valuation Standards, development property is defined as shares required to be redeveloped to achieve the highest and best use, or for which improvements are being considered or have already been made to them at the date of the valuation and includes the following: A Building construction, B Land not previously developed and where infrastructure is provided, C Redevelopment of previously developed lands, D Improving or changing existing buildings or structures, E Land designated for development under an organizational chart, and F Land designated for uses of higher value or higher concentration by planning authority (such as Dubai Municipality, Dubai Development Authority, etc.)."
52,52,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 533. EBVS 410 30 FOuNDATIONS OF VAL uE 3. EBVS 410.30.1 According to the value principles stated in the International Valuation Standards and the Emirates Book Valuation Standards EBVS104, the valuer must determine the appropriate value basis (s) when valuing the development property. 3. EBVS 410.30.2 Valuation of development property often includes a large number of assumptions and specific assumptions related to project conditions or its state upon completion. For example, special assumptions may be assumed that express that the development has been completed or the property is fully leased. As required by the scope of work outlined in the International Valuation Standards and the Emirates Book Valuation Standards EBVS101, all parties involved in the valuation must be informed of the large number of assumptions and specific assumptions used in the valuation, and they must be approved and confirmed within the scope of work. Special attention may also be required if there are third parties that depend on the valuation results.3. EBVS 410.20.2 The valuer must ensure that all necessary development permits are obtained for development before commencing the development valuation, and these permits include the following: 1. Earth map from the Planning Department. 2. Approval or no objection certificate from Dubai Electricity and Water Authority. 3. Approval or no objection certificate from the Roads and Transport Authority. 4. Approval or no objection certificate from the Civil Defense. 5. Approval or no objection certificate from Dubai Municipality (environmental / coastal / architectural heritage). 6. Building permit (architectural / engineering) from Dubai Municipality, Dubai Land Department, licenses, Dubai South etc. 3. EBVS 410.20.3 In the case of completion of the development, the valuer must ensure that a certificate of completion is issued by the competent authority in order to be able to value the development on the assumption that it is occupied."
53,53,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 543. EBVS 410 40 VALuATION METHODS AND APPROACHES 3. EBVS 410 50 RESIDu AL VAL uE METHOD3. EBVS 410.40.1 The three main valuation approaches described in the International Valuation Standards and the Emirates Book Valuation Standards EBVS 105 may be all valuation methods and approaches applied to the valuation of the share in real property 3. EBVS 410.50.1 When using the residual value method, the valuer must adhere to the valuation approaches mentioned in the International Valuation Standards and the Emirates Book Valuation Standards EBVS 105, and the valuer in the UAE is advised to use the residual value method in the following cases: 1. Before starting construction for the development project. 2. Before starting the redevelopment. 3. When valuing lands for development purposes. 4. When calculating the potential profits of the development by looking at the construction of the project and the costs resulting from it and judging by fees and profits.3. EBVS 410.40.3 When choosing the approach and method, in addition to the requirements of this standard, the valuer must adhere to the requirements of the valuation methods mentioned in the International Valuation Standards and the Emirates Book Valuation Standards EBVS 105.3. EBVS 410.40.2 There are two main approaches in valuing development property. They are: AMarket approach, International Valuation Standard 105 Valuation Methods and Approaches Section 30F. BThe residual value method, which is a mix between the market approach, the income approach, and the cost approach. This method is based on the completed “total value of the development” and deduction of the development costs and the return that the developer earns to find the residual value of the development property."
54,54,Emirates Book Valuation Standards (EBVS) INTRODuCTION 55 
55,55,Emirates Book Valuation Standards (EBVS) INTRODuCTION 568004488
